Author,Rating,Title,Date,Body
"Flipkart Customer, Paschim Medinipur District",5.0 out of 5 stars,5.0•Must buy!,Reviewed in India on · 1 month ago,"Top class, 👌👌"
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:19Loaded:15.81%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:191xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions offEnglish (Automated), selectedAudio Trackdefault, selectedFullscreenThis is a modal window.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price."
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The media could not be loaded.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:19Loaded:15.81%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:191xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price."
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:14Loaded:21.45%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:141xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Shyam,4,4.0 out of 5 starsOk product,Good
Bhavin Panchal,4,4.0 out of 5 starsProduct Quality is overall ok,Product Quality is overall ok. the charging socket cover not fits.. and the charging cable quality is ok ok ..
Geetanjali Bhardwaj,4,4.0 out of 5 starsGood torch,Good item..
Adam ranglong,3,3.0 out of 5 starsI received same product 👍,Very good product
Vaishnavi,4,4.0 out of 5 starsTouch,Bahut accha hai Focus dur tk ja raha hai lighting bhi achhi hai
Kandasamy Raja,4,4.0 out of 5 starsNice long throw,Very good product
Ramesh,4,4.0 out of 5 starsGood,Good
Murali K,4,4.0 out of 5 starsQuality,Good
Babasaheb dheple,5,5.0 out of 5 starsFast delivery,Best product
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:19Loaded:15.81%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:191xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price."
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:14Loaded:21.45%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:141xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time/DurationLoaded:0%Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio TrackFullscreenThis is a modal window.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price."
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The media could not be loaded.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:19Loaded:15.81%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:191xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price."
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:14Loaded:21.45%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:141xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:19Loaded:15.81%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:191xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price."
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:14Loaded:21.45%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:141xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Shyam,4,4.0 out of 5 starsOk product,Good
Bhavin Panchal,4,4.0 out of 5 starsProduct Quality is overall ok,Product Quality is overall ok. the charging socket cover not fits.. and the charging cable quality is ok ok ..
Geetanjali Bhardwaj,4,4.0 out of 5 starsGood torch,Good item..
Adam ranglong,3,3.0 out of 5 starsI received same product 👍,Very good product
Vaishnavi,4,4.0 out of 5 starsTouch,Bahut accha hai Focus dur tk ja raha hai lighting bhi achhi hai
Kandasamy Raja,4,4.0 out of 5 starsNice long throw,Very good product
Ramesh,4,4.0 out of 5 starsGood,Good
Murali K,4,4.0 out of 5 starsQuality,Good
Babasaheb dheple,5,5.0 out of 5 starsFast delivery,Best product
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:19Loaded:15.81%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:191xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price."
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:14Loaded:21.45%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:141xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,The media could not be loaded.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price.
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The media could not be loaded.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,The media could not be loaded.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price.
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The media could not be loaded.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:19Loaded:15.81%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:191xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price."
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:14Loaded:21.45%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:141xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
BANDANA MAITY,1,1.0 out of 5 starsNot charging,Not charging
Chandra,1,1.0 out of 5 starsNot good,Battery timeing very short not parches this torch
Done Mouli,5,5.0 out of 5 starsNearly a 125cc bike headlight,Light is so strongAlmost equal to my Honda SP125 bike headlightBattery backup is nearly one month or three weeks for megood for the price
Amazon Customer,5,5.0 out of 5 starsNice Torch,Good Product
Bhanupratap  Sahu,4,4.0 out of 5 starsGood,Very nice
Suvrna,5,5.0 out of 5 starsExllelant Superb,As shown in discription it's all in it TorchLong last for 6_ 7 hoursJust go for it without any negative thoughtsSuperb quality
Nisar,1,"1.0 out of 5 starsTorch not working properly,","Not working Now,  how to get guarantee?"
merlinnyjilgeorge,1,1.0 out of 5 starsBattery life not good,"Brightness is good, light weight , I purchased it on 25  oct .exact after 6 months, it stopped working ."
very good 👍🏻,5,5.0 out of 5 starsVery good👍👍,Very good👍👍
Sunny ghosh,4,4.0 out of 5 starsGood product ❤️,Value for money 👍
BANDANA MAITY,1,1.0 out of 5 starsNot charging,Not charging
Chandra,1,1.0 out of 5 starsNot good,Battery timeing very short not parches this torch
Done Mouli,5,5.0 out of 5 starsNearly a 125cc bike headlight,Light is so strongAlmost equal to my Honda SP125 bike headlightBattery backup is nearly one month or three weeks for megood for the price
Amazon Customer,5,5.0 out of 5 starsNice Torch,Good Product
Suvrna,5,5.0 out of 5 starsExllelant Superb,As shown in discription it's all in it TorchLong last for 6_ 7 hoursJust go for it without any negative thoughtsSuperb quality
Nisar,1,"1.0 out of 5 starsTorch not working properly,","Not working Now,  how to get guarantee?"
merlinnyjilgeorge,1,1.0 out of 5 starsBattery life not good,"Brightness is good, light weight , I purchased it on 25  oct .exact after 6 months, it stopped working ."
very good 👍🏻,5,5.0 out of 5 starsVery good👍👍,Very good👍👍
Sunny ghosh,4,4.0 out of 5 starsGood product ❤️,Value for money 👍
Aarav Nair,5,5.0 out of 5 starsAmazing Product,The product has great brightness in dark and is light too. The type c charging port is really convinent. Worth the price
Amazon Customer,4,4.0 out of 5 starsQuality product,"Good products, but no charger with the products."
Hem singh,5,5.0 out of 5 starsNice,Good quality for field use
A farmer from South,1,1.0 out of 5 starsFailed in 2 Months – Not Safe for Night Farming Conditions,"I bought this in January 2026 with high hopes, as reliable lighting is essential for my night irrigation work. The light was strong at first, but within just two months the battery degraded and it is now unusable. This has been extremely frustrating.A good torch is not just a convenience - it’s a safety necessity. There can be deadly snakes in the fields at night, so dependable lighting is critical. Unfortunately, this product failed when it was needed the most. Farmers cannot afford such unreliable equipment. Very disappointing."
SUSEELA D,5,5.0 out of 5 starsD,Worth the money . Good for agriculture
9795905889,5,5.0 out of 5 starsGood quality product,"Completely satisfied with the product,,Exactly i want it to be...."
Manjunath A C,3,3.0 out of 5 starsNot good,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:19Loaded:0.00%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:191xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.Product not satisfied. Just in 6 months search light not working and battery backup not enough in this price."
Gajanan,4,4.0 out of 5 starsVery Good 👍,"The video showcases the product in use.The video guides you through product setup.The video compares multiple products.The video shows the product being unpacked.Video Player is loading.Click to play videoPlayMuteCurrent Time0:00/Duration0:14Loaded:0.00%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:141xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionsCaptions off, selectedAudio Trackdefault, selectedFullscreenThis is a modal window.Very Good,on time delivery"
Sonu,4,4.0 out of 5 starsAcha hai,Nice torch
Sonu Kumar,4,"4.0 out of 5 stars,",क्या चार्जर होने के समय इशारा करने वाली चीज़ है इसमें
Bhavin Panchal,4,4.0 out of 5 starsProduct Quality is overall ok,Product Quality is overall ok. the charging socket cover not fits.. and the charging cable quality is ok ok ..
Geetanjali Bhardwaj,4,4.0 out of 5 starsGood torch,Good item..
Vaishnavi,4,4.0 out of 5 starsTouch,Bahut accha hai Focus dur tk ja raha hai lighting bhi achhi hai
jayanta r.,3,3.0 out of 5 starsInclude one led bulb as an indicator.,"Charging indicator not available in this product, you may be confused! Charging or not."
Maureen D'Souza,3,3.0 out of 5 starsDisappointing,It is smaller and lighter than it loooks
Luvky,5,5.0 out of 5 starsvery good,very good Product
Nikhitha kp,5,5.0 out of 5 starsGood range,Very usefull in night time
Sourav chowdhury,5,5.0 out of 5 starsGood,"Very good product ❤️🇮🇳👍 but battery service lower segment lithium-ion 1200 mah😭😭😭🤣🤣😂👎 others product 4000-5000 mah dana chiya company ko. Sob thik hai very good Briteness focus, body strong ha but battery 🔋🔋 negative point very lite weight iska matlab battery nahi hai very lower grade ha"
Arshad Hussain,4,4.0 out of 5 starsExcited product,"Nice product , light is so good . But it's light weight.  Over all in this price range the product is worth ."
Pradeep Krishnaswamy,4,4.0 out of 5 starsReview and suggestions,"Very good product from Eveready. Lightweight and easy to carry around. Light is bright with a toggle option between the front beam light and side panel light. I have two suggestions.1. The strap provided however is difficult to fit. There should have been some loops to the fit the strap onto.2. I suggest the company should keep a third option of activating both the front beam and the side light, would help while going on a search in a dark area. When activated and held sideways with the side panel towards the ground, the front beam would help lighting up distant area and the side panel light would brighten the walking area."
Sakthikumar,5,5.0 out of 5 starsSuper,Best item
baskar,2,2.0 out of 5 starsBattery,Single button for all 4 lights is annoying.. If you on the light.. 4 times you want to press the button to switch off the light..
Mohit patel,4,4.0 out of 5 starsNice Kissan torch,Awesome quality product and value for many ✅️
Ravi,3,3.0 out of 5 starsJust about OK.,Light beam is good. The small thing to hold the string is very poorly designed and is very weak. I bought 4 and it is now broken for all 4. The rubber cover for usb port was also of very poor quality as it broke off. The glass has scratches all over within 2 months of usage.Should be available at ₹250/-Overall it is amazing that such a big company could not design a normal sturdy torch.
Sandeep,4,"4.0 out of 5 starsValue for money, worth buying perfect for outdoor use","The Torch is very good quality and the light is also bright. As shown in the product pics, it's worth buying, very good product for outdoor and indoor use as well, where it has a small table lamp also inbuilt."
Jyoti,4,4.0 out of 5 starsValue for money,Good👍
Biju N S,5,5.0 out of 5 starsUseful and handy torch.,Good product. Light weight. Value for money. Bright light. Switch ok. Charger USB cord only. Side light ok.Worth buying.
Chandresh,5,5.0 out of 5 starsBest,Very best
Deepa Jiyo,4,4.0 out of 5 starsIts good one but sometimes gets stuck during we swtich it on.,Its good but some times it gets stuck. Specially soon after charging. Don't know whether that's how it works.
Wanlamborlang Chyne,5,5.0 out of 5 starsSearch light,Very very good product.
Placeholder,1,1.0 out of 5 starsPut ON/OFF Switch separately for head light alone.,"Senseless Engineering product, Every ready is such a big company &  don't have the public usage knowledge, why???? When wants to put off, I have to go throw 5 steps, like crazy marrygoo, can't you make it separately ON/OFF for the head light alone????"
Mangal soren,4,4.0 out of 5 starscharging issue please provide me good condition itom,product is very good I like itbut charging issue this item
Anjali singh rajput,3,3.0 out of 5 starsBest product mere papa ko pasand aai,Bhuth achi hai
Navas Ahamed,5,5.0 out of 5 starsAwesome,Awesome product
Rajiv Tiwari,4,4.0 out of 5 starsIncompatible charching cable,Product is good but the charching cable is not compatible.
S P SWAIN,3,"3.0 out of 5 starsNot handy, though light in weight.","Although too light, it is too big to carry in a pocket."
Very poor,4,4.0 out of 5 starsToo light product,Satisfactory
FaiZ Abbas,4,4.0 out of 5 starsSuper torchlight,Behtreen torch hai
PARTHIBAN R,4,4.0 out of 5 starsgood,good product
Amazon customer,4,4.0 out of 5 starsGood product,Good product value of moneyBattery life is excellent approx 4-5 hourBrightness is awesomeFarmers can buy this product
Jesse Markx,5,5.0 out of 5 starsWOW TOOO GOOD TO BE TRUE,"Superb,,,,, Just wat anyone would love to have"
Prashanth,4,4.0 out of 5 starsU can buy easily,Most useful productWorth for money
Eswar G,1,1.0 out of 5 starsWaste product,I bought this product two months before I was used this light per day 10  to 20 minutes now battery is problem.. ultimately it's wrong product
aryan,3,3.0 out of 5 starsScratches..otherwise good for basic use,Scratches were there on the front glass (refer uploaded photos) ..otherwise good and very light weight.. but brightness is also average
